"date_created","pub_date","journal_title","article_title","selected"
20161010,"2016Oct10","JAMA pediatrics","Announcing the New JAMAPediatrics.com.",NA
20161010,"2016Oct10","JAMA pediatrics","Association of Neurodevelopmental Outcomes and Neonatal Morbidities of Extremely Premature Infants With Differential Exposure to Antenatal Steroids.",NA
20161010,"2016Oct10","JAMA pediatrics","Evaluation of Variability in Inhaled Nitric Oxide Use and Pulmonary Hypertension in Patients With Congenital Diaphragmatic Hernia.",NA
2016103,"2016Oct1","JAMA pediatrics","JAMA Pediatrics.",NA
2016103,"2016Oct1","JAMA pediatrics","Highlights.",NA
2016103,"2016Oct1","JAMA pediatrics","A 7-Year-Old Girl With Periorbital Edema, Ecchymosis, and Conjunctival Hemorrhage.",NA
2016103,"2016Oct1","JAMA pediatrics","Preventing Adolescent Suicide.",NA
2016103,"2016Oct3","JAMA pediatrics","Thank You.",NA
2016103,"2016Oct3","JAMA pediatrics","Early Education Programs for Low-Income Children: The Time for Dissemination Has Come.",NA
2016103,"2016Oct3","JAMA pediatrics","Effects of ParentCorps in Prekindergarten on Child Mental Health and Academic Performance: Follow-up of a Randomized Clinical Trial Through 8 Years of Age.",NA
2016103,"2016Oct3","JAMA pediatrics","Measles and Measles Vaccination: A Review.",NA
2016103,"2016Oct3","JAMA pediatrics","The Future of High-Quality Care Depends on Better Assessment of Physician Performance.",NA
2016103,"2016Oct3","JAMA pediatrics","Association of Stimulant Medication Use With Bone Mass in Children and Adolescents With Attention-Deficit/Hyperactivity Disorder.",NA
2016926,"2016Nov1","JAMA pediatrics","Artificially Sweetened Beverage Consumption During Pregnancy and Infant Body Mass Index.",NA
2016926,"2016Nov1","JAMA pediatrics","Artificially Sweetened Beverage Consumption During Pregnancy and Infant Body Mass Index.",NA
2016926,"2016Nov1","JAMA pediatrics","Rates of Neonatal Abstinence Syndrome Amid Efforts to Combat the Opioid Abuse Epidemic.",NA
2016926,"2016Nov1","JAMA pediatrics","Evaluation of Adults Born With an Oral Cleft: Aren't Adults Just Big Kids?",NA
2016926,"2016Nov1","JAMA pediatrics","E-Cigarettes, Youth, and the US Food and Drug Administration's ""Deeming"" Regulation.",NA
2016926,"2016Nov1","JAMA pediatrics","Kawasaki Disease at 50 Years.",NA
2016926,"2016Nov1","JAMA pediatrics","Health Status Among Adults Born With an Oral Cleft in Norway.",NA
2016926,"2016Nov1","JAMA pediatrics","Artificially Sweetened Beverage Consumption During Pregnancy and Infant Body Mass Index-Reply.",NA
2016922,"2016Nov1","JAMA pediatrics","Overuse of Medical Imaging and Its Radiation Exposure: Who's Minding Our Children?",NA
2016922,"2016Nov1","JAMA pediatrics","Association of Medical School Pediatric Department Chairs Principles of Lifelong Learning in Pediatric Medicine.",NA
2016922,"2016Nov1","JAMA pediatrics","The Costs and Cost-effectiveness of Collaborative Care for Adolescents With Depression in Primary Care Settings: A Randomized Clinical Trial.",NA
2016922,"2016Nov1","JAMA pediatrics","Association of Peripheral Blood Levels of Brain-Derived Neurotrophic Factor With Autism Spectrum Disorder in Children: A Systematic Review and Meta-analysis.",NA
2016922,"2016Nov1","JAMA pediatrics","Supplemental Feedings for the High-Risk Preterm Infants-Reply.",NA
2016922,"2016Nov1","JAMA pediatrics","Supplemental Feedings for High-Risk Preterm Infants.",NA
2016922,"2016Nov1","JAMA pediatrics","Supplemental Feedings for High-Risk Preterm Infants.",NA
2016922,"2016Nov1","JAMA pediatrics","Supplemental Feedings for High-Risk Preterm Infants.",NA
2016922,"2016Nov1","JAMA pediatrics","Supplemental Feedings for High-Risk Preterm Infants.",NA
2016922,"2016Nov1","JAMA pediatrics","To Maintain Pediatric Competence, Walk With Our Patients and Families.",NA
2016912,"2016Nov1","JAMA pediatrics","Medical Devices and Adolescents: Points to Consider.",NA
2016912,"2016Nov1","JAMA pediatrics","Financial Loss for Inpatient Care of Medicaid-Insured Children.",NA
2016912,"2016Nov1","JAMA pediatrics","Kidney Outcomes 5 Years After Pediatric Cardiac Surgery: The TRIBE-AKI Study.",NA
2016912,"2016Nov1","JAMA pediatrics","Zika Virus Is More Like Rubella Than Human Immunodeficiency Virus-Reply.",NA
2016912,"2016Nov1","JAMA pediatrics","Zika Virus Is More Like Rubella Than Human Immunodeficiency Virus.",NA
2016912,"2016Nov1","JAMA pediatrics","Ecologic Momentary Assessment to Accomplish Real-Time Capture of Symptom Progression and the Physical and Cognitive Activities of Patients Daily Following Concussion.",NA
2016912,"2016Nov1","JAMA pediatrics","Medicaid and Children's Hospitals-A Vital but Strained Double Helix for Children's Health Care.",NA
201699,"2016Nov1","JAMA pediatrics","Effect of US Food and Drug Administration-Approved Pediatric Labeling on Dispensing of Extended-Release Oxycodone in the Outpatient Retail Setting.",NA
201696,"2016Nov1","JAMA pediatrics","The Traveler.",NA
201696,"2016Nov7","JAMA pediatrics","Effects of Social Needs Screening and In-Person Service Navigation on Child Health: A Randomized Clinical Trial.",NA
201696,"2016Nov7","JAMA pediatrics","Association Between Cesarean Birth and Risk of Obesity in Offspring in Childhood, Adolescence, and Early Adulthood.",NA
201696,"2016Nov1","JAMA pediatrics","Close Follow-up in Children With Acute Otitis Media Initially Managed Without Antimicrobials.",NA
201696,"2016Nov1","JAMA pediatrics","Vaccination Coverage Rates and Factors Associated With Incomplete Vaccination or Exemption Among School-age Children Based in Public Schools in New York State.",NA
201696,"2016Nov7","JAMA pediatrics","More Precisely Targeting the Coal Mine of Social Adversity.",NA
201697,"2016Sep1","JAMA pediatrics","Urinary Tract Infections in Children and Adolescents.",NA
201697,"2016Sep1","JAMA pediatrics","Newborn With a Diffuse Rash.",NA
201697,"2016Sep1","JAMA pediatrics","JAMA Pediatrics.",NA
201697,"2016Sep1","JAMA pediatrics","Highlights.",NA
2016829,"2016Oct1","JAMA pediatrics","The Disappearance of Sudden Infant Death Syndrome-Reply.",NA
2016829,"2016Oct1","JAMA pediatrics","The Disappearance of Sudden Infant Death Syndrome.",NA
2016829,"2016Oct1","JAMA pediatrics","Thyroid Disorders in Children and Adolescents: A Review.",NA
2016829,"2016Oct1","JAMA pediatrics","Differences in the Quality of Pediatric Resuscitative Care Across a Spectrum of Emergency Departments.",NA
2016822,"2016Oct1","JAMA pediatrics","Implementation of the Ten Steps to Successful Breastfeeding Saves Lives.",NA
2016822,"2016Oct1","JAMA pediatrics","Unintended Consequences of Current Breastfeeding Initiatives.",NA
2016822,"2016Oct1","JAMA pediatrics","Capitalizing on Advances in Science to Reduce the Health Consequences of Early Childhood Adversity.",NA
2016822,"2016Oct1","JAMA pediatrics","Intestinal Microbiota and Health of Adults Who Were Born by Cesarean Delivery.",NA
20160822,"2016Oct01","JAMA pediatrics","Trends in Access to Primary Care for Children in the United States, 2002-2013.",NA
2016822,"2016Oct1","JAMA pediatrics","Developing Policy When Evidence Is Lacking.",NA
2016821,"2016Oct1","JAMA pediatrics","Estimating the Number of Pregnant Women Infected With Zika Virus and Expected Infants With Microcephaly Following the Zika Virus Outbreak in Puerto Rico, 2016.",NA
2016817,"2016Oct1","JAMA pediatrics","Cerebral Oxygenation and Transfusion for Severe Anemia: Searching for Functional Outcomes to Guide Transfusion.",NA
2016817,"2016Oct1","JAMA pediatrics","Association Between Nonmedical Use of Prescription Drugs and Suicidal Behavior Among Adolescents.",NA
2016817,"2016Oct1","JAMA pediatrics","Association of Acetaminophen Use During Pregnancy With Behavioral Problems in Childhood: Evidence Against Confounding.",NA
2016817,"2016Oct1","JAMA pediatrics","Epidemiology and Mortality of Staphylococcus aureus Bacteremia in Australian and New Zealand Children.",NA
2016817,"2016Oct1","JAMA pediatrics","Applying the Australian New Zealand Cooperative on Outcomes in Staphylococcal Sepsis Pediatric Data to the US Population: Is It Half a World Away?",NA
2016817,"2016Oct1","JAMA pediatrics","On the US Preventive Services Task Force Statement on Screening for Lipid Disorders in Children and Adolescents: One Step Forward and 2 Steps Sideways.",NA
2016817,"2016Oct3","JAMA pediatrics","Perinatal Consumption of Thiamine-Fortified Fish Sauce in Rural Cambodia: A Randomized Clinical Trial.",NA
2016817,"2016Oct1","JAMA pediatrics","Cerebral Oximetry in Ugandan Children With Severe Anemia: Clinical Categories and Response to Transfusion.",NA
2016817,"2016Aug8","JAMA pediatrics","Heated, Humidified High-Flow Nasal Cannula vs Nasal Continuous Positive Airway Pressure for Respiratory Distress Syndrome of Prematurity: A Randomized Clinical Noninferiority Trial.",NA
2016817,"2016Oct3","JAMA pediatrics","Implications of Thiamine Fortification in Cambodian Fish Sauce.",NA
201681,"2016Oct1","JAMA pediatrics","Neurodevelopmental Outcomes Among Extremely Preterm Infants 6.5 Years After Active Perinatal Care in Sweden.",NA
201681,"2016Oct1","JAMA pediatrics","Activity-Related Symptom Exacerbations After Pediatric Concussion.",NA
201681,"2016Oct1","JAMA pediatrics","The Globally Synchronized Switch-Another Milestone Toward Achieving Polio Eradication.",NA
201681,"2016Oct1","JAMA pediatrics","From Emotional Tsunami to Empathy.",NA
201682,"2016Aug1","JAMA pediatrics","When Your Child Is Referred to a Therapist.",NA
201682,"2016Aug1","JAMA pediatrics","Errors in Reference Citation and Reference.",NA
201682,"2016Aug1","JAMA pediatrics","7-Year-Old With a Painful Rash.",NA
201682,"2016Aug1","JAMA pediatrics","JAMA Pediatrics.",NA
201682,"2016Aug1","JAMA pediatrics","Highlights.",NA
201681,"2016Oct3","JAMA pediatrics","Prevalence of Prediabetes and Type 2 Diabetes in Children With Nonalcoholic Fatty Liver Disease.",NA
201697,"2016Sep1","JAMA pediatrics","Early Antibiotic Treatment for Pediatric Febrile Urinary Tract Infection and Renal Scarring.",NA
201697,"2016Sep6","JAMA pediatrics","Unintentional Pediatric Exposures to Marijuana in Colorado, 2009-2015.",NA
201697,"2016Sep6","JAMA pediatrics","Association of Labor Induction With Offspring Risk of Autism Spectrum Disorders.",NA
201697,"2016Sep1","JAMA pediatrics","An Important Cause of Child and Youth Homelessness-Reply.",NA
201697,"2016Sep1","JAMA pediatrics","An Important Cause of Child and Youth Homelessness.",NA
201697,"2016Sep1","JAMA pediatrics","Reevaluating the Need for Electrocardiograms Prior to Initiation of Treatment With Propranolol for Infantile Hemangiomas.",NA
201697,"2016Sep1","JAMA pediatrics","Antibiotic Treatment for Febrile Urinary Tract Infection: The Clock Is Ticking.",NA
201697,"2016Sep6","JAMA pediatrics","What Are the Facts About Autism Spectrum Disorders, Selective Serotonin Reuptake Inhibitors, and Assisted Reproductive Technology?",NA
201697,"2016Sep1","JAMA pediatrics","Best Practices for the Diagnosis and Evaluation of Infants With Robin Sequence: A Clinical Consensus Report.",NA
201697,"2016Sep1","JAMA pediatrics","Changes in Functional Mobility and Musculoskeletal Pain After Bariatric Surgery in Teens With Severe Obesity: Teen-Longitudinal Assessment of Bariatric Surgery (LABS) Study.",NA
201697,"2016Sep1","JAMA pediatrics","Association of Preoperative Anemia With Postoperative Mortality in Neonates.",NA
201697,"2016Sep1","JAMA pediatrics","Evolution of Depression and Anxiety Symptoms in Parents of Very Preterm Infants During the Newborn Period.",NA
201697,"2016Sep1","JAMA pediatrics","Preoperative Anemia and Neonates.",NA
201697,"2016Sep1","JAMA pediatrics","The Jury Is Still Out on Working Memory Training.",NA
201697,"2016Sep1","JAMA pediatrics","This Is My Hospital's Performance on Quality of Care-No Excuses.",NA
201697,"2016Sep1","JAMA pediatrics","The Option of Replacing the Special Supplemental Nutrition Program for Women, Infants, and Children Fruit Juice Supplements With Fresh Fruits and Vegetables.",NA
201697,"2016Sep1","JAMA pediatrics","Effects of Autism Spectrum Disorder Insurance Mandates on the Treated Prevalence of Autism Spectrum Disorder.",NA
201697,"2016Sep1","JAMA pediatrics","Auditing Practice Style Variation in Pediatric Inpatient Asthma Care.",NA
201697,"2016Sep1","JAMA pediatrics","The Jury Is Still Out on Working Memory Training-Reply.",NA
201697,"2016Sep1","JAMA pediatrics","Angelman Syndrome in the Portrait of a Child With a Drawing by Giovanni F. Caroto.",NA
201697,"2016Sep1","JAMA pediatrics","Duration of Infant Protection Against Influenza Illness Conferred by Maternal Immunization: Secondary Analysis of a Randomized Clinical Trial.",NA
201697,"2016Sep1","JAMA pediatrics","Infant Protection Against Influenza Through Maternal Immunization: A Call for More Immunogenic Vaccines.",NA
201676,"2016Jul1","JAMA pediatrics","Donor Breast Milk.",NA
201676,"2016Jul1","JAMA pediatrics","Incorrect Answer in CME Online Quiz Questions.",NA
201676,"2016Jul1","JAMA pediatrics","Red Scaly Eruption in an Otherwise Healthy 2-Month-Old Boy.",NA
201676,"2016Jul1","JAMA pediatrics","JAMA Pediatrics.",NA
201676,"2016Jul1","JAMA pediatrics","Highlights.",NA
201682,"2016Aug1","JAMA pediatrics","Call for Papers for JAMA Pediatrics Contest for Trainees.",NA
201697,"2016Sep1","JAMA pediatrics","The 30 Million-Word Gap: Relevance for Pediatrics.",NA
201697,"2016Sep1","JAMA pediatrics","Word Gap Redux: Developmental Sequence and Quality.",NA
201682,"2016Aug1","JAMA pediatrics","Association Between Trauma Center Type and Mortality Among Injured Adolescent Patients.",NA
201682,"2016Aug1","JAMA pediatrics","Examination of the Pattern of Growth of Cerebral Tissue Volumes From Hospital Discharge to Early Childhood in Very Preterm Infants.",NA
201682,"2016Aug1","JAMA pediatrics","DRD4, Income, and Children's Food Choices: Plasticity Allele or Different Opportunities?-Reply.",NA
201682,"2016Aug1","JAMA pediatrics","DRD4, Income, and Children's Food Choices: Plasticity Allele or Different Opportunities?",NA
201682,"2016Aug1","JAMA pediatrics","Trends in Breastfeeding Initiation and Duration by Birth Weight Among US Children, 1999-2012.",NA
201697,"2016Sep1","JAMA pediatrics","Completing a National Birth Cohort in the United States.",NA
201682,"2016Aug1","JAMA pediatrics","Prevention of Congenital Disorders and Care of Affected Children: A Consensus Statement.",NA
201682,"2016Aug1","JAMA pediatrics","Fish Intake During Pregnancy and Offspring Adiposity-Reply.",NA
201682,"2016Aug1","JAMA pediatrics","Fish Intake During Pregnancy and Offspring Adiposity.",NA
201682,"2016Aug1","JAMA pediatrics","Fish Intake During Pregnancy and Offspring Adiposity.",NA
201682,"2016Aug1","JAMA pediatrics","Digital Support for Childbirth in Developing Countries: Seeds of Hope in an Evidential Desert.",NA
201682,"2016Aug1","JAMA pediatrics","Rapid Response Systems 20 Years Later: New Approaches, Old Challenges.",NA
201682,"2016Aug1","JAMA pediatrics","What Does Zika Virus Mean for the Children of the Americas?",NA
201682,"2016Aug1","JAMA pediatrics","Evaluation and Management of Febrile Children: A Review.",NA
201682,"2016Aug1","JAMA pediatrics","Association Between the Safe Delivery App and Quality of Care and Perinatal Survival in Ethiopia: A Randomized Clinical Trial.",NA
201682,"2016Aug1","JAMA pediatrics","The National Academies of Sciences, Engineering, and Medicine Report on Bullying: Overview and Recommendations.",NA
201682,"2016Aug1","JAMA pediatrics","Focusing on the Smaller Adverse Childhood Experiences: The Overlooked Importance of Aces.",NA
201682,"2016Aug1","JAMA pediatrics","Association Between Maternal Prepregnancy Body Mass Index and Plasma Folate Concentrations With Child Metabolic Health.",NA
201682,"2016Aug1","JAMA pediatrics","Association of Early-Life Antibiotic Use and Protective Effects of Breastfeeding: Role of the Intestinal Microbiota.",NA
201682,"2016Aug1","JAMA pediatrics","Effectiveness of an App for Reducing Preoperative Anxiety in Children: A Randomized Clinical Trial.",NA
201682,"2016Aug1","JAMA pediatrics","Childhood Obesity, Breastfeeding, Intestinal Microbiota, and Early Exposure to Antibiotics: What Is the Link?",NA
201669,"2016Jun1","JAMA pediatrics","Newborn Screening.",NA
201669,"2016Jun1","JAMA pediatrics","A Widespread Pruritic Rash With Facial Swelling and Black Streaks.",NA
201669,"2016Jun1","JAMA pediatrics","JAMA Pediatrics.",NA
201669,"2016Jun1","JAMA pediatrics","Highlights.",NA
201682,"2016Aug1","JAMA pediatrics","Syphilis Screening Recommendation in Nonpregnant Adults and Adolescents: Still Waters Run Deep.",NA
201669,"2016Jan1","JAMA pediatrics","JAMA Pediatrics.",NA
201669,"2016Jan1","JAMA pediatrics","Highlights.",NA
201682,"2016Aug1","JAMA pediatrics","Tattoos, Beer, and Bow Ties: The Limits of Professionalism in Medicine.",NA
201682,"2016Aug1","JAMA pediatrics","Effect of the INSIGHT Responsive Parenting Intervention on Rapid Infant Weight Gain and Overweight Status at Age 1 Year: A Randomized Clinical Trial.",NA
201682,"2016Aug1","JAMA pediatrics","Long-term Cognitive and Health Outcomes of School-Aged Children Who Were Born Late-Term vs Full-Term.",NA
201682,"2016Aug1","JAMA pediatrics","Interaction of Target Oxygen Saturation, Bronchopulmonary Dysplasia, and Pulmonary Hypertension in Small for Gestational Age Preterm Neonates-Reply.",NA
201682,"2016Aug1","JAMA pediatrics","Interaction of Target Oxygen Saturation, Bronchopulmonary Dysplasia, and Pulmonary Hypertension in Small for Gestational Age Preterm Neonates.",NA
201682,"2016Aug1","JAMA pediatrics","Pneumonia in Children Presenting to the Emergency Department With an Asthma Exacerbation.",NA
201676,"2016Jul1","JAMA pediatrics","Prenatal Antidepressant Use and Risk of Autism Spectrum Disorders in Children.",1
201676,"2016Jul1","JAMA pediatrics","Prenatal Antidepressant Use and Risk of Autism Spectrum Disorders in Children.",1
201676,"2016Jul1","JAMA pediatrics","Evaluation of Effectiveness of Mixed Rotavirus Vaccine Course for Rotavirus Gastroenteritis.",NA
201676,"2016Jul5","JAMA pediatrics","Point of Health Care Entry for Youth With Concussion Within a Large Pediatric Care Network.",NA
201676,"2016Jul1","JAMA pediatrics","Prenatal Antidepressant Use and Risk of Autism Spectrum Disorders in Children-Reply.",NA
201676,"2016Jul1","JAMA pediatrics","Prenatal Antidepressant Use and Risk of Autism Spectrum Disorders in the Children.",NA
201676,"2016Jul1","JAMA pediatrics","Prenatal Antidepressant Use and Risk of Autism Spectrum Disorders in Children.",1
201676,"2016Jul1","JAMA pediatrics","Prenatal Antidepressant Use and Risk of Autism Spectrum Disorders in Children.",1
201676,"2016Jul1","JAMA pediatrics","Prenatal Antidepressant Use and Risk of Autism Spectrum Disorders in Children.",1
201676,"2016Jul1","JAMA pediatrics","Prenatal Antidepressant Use and Risk of Autism Spectrum Disorders in Children.",1
201676,"2016Jul1","JAMA pediatrics","Survival Among Infants Born at 22 or 23 Weeks' Gestation Following Active Prenatal and Postnatal Care.",NA
201676,"2016Jul1","JAMA pediatrics","Inhaled Nitric Oxide Use in the Neonatal Intensive Care Unit: Rising Costs and the Need for a New Research Paradigm.",NA
201676,"2016Jul1","JAMA pediatrics","Platelet Transfusion Practices Among Very-Low-Birth-Weight Infants.",NA
201676,"2016Jul1","JAMA pediatrics","Health, Wealth, Social Integration, and Sexuality of Extremely Low-Birth-Weight Prematurely Born Adults in the Fourth Decade of Life.",NA
201676,"2016Jul1","JAMA pediatrics","The ""Black Box"" of Racial Disparities in Asthma.",NA
201676,"2016Jul1","JAMA pediatrics","Parenting as Primary Prevention.",NA
201676,"2016Jul1","JAMA pediatrics","Explaining Racial Disparities in Child Asthma Readmission Using a Causal Inference Approach.",NA
20160706,"2016Jul05","JAMA pediatrics","Epidemiology of Clostridium difficile Infection-Associated Reactive Arthritis in Children: An Underdiagnosed, Potentially Morbid Condition.",NA
201676,"2016Jul1","JAMA pediatrics","Leveraging Behavioral Insights to Promote Vaccine Acceptance: One Year After Disneyland.",NA
201676,"2016Jul1","JAMA pediatrics","Association Between Artificially Sweetened Beverage Consumption During Pregnancy and Infant Body Mass Index.",NA
201676,"2016Jul1","JAMA pediatrics","Expression of Circulating Muscarinic Receptors in Infants With Severe Idiopathic Life-Threatening Events.",NA
201676,"2016Jul1","JAMA pediatrics","Maternal Consumption of Artificially Sweetened Beverages and Infant Weight Gain: Causal or Casual?",NA
201676,"2016Jul1","JAMA pediatrics","Family Matters.",NA
201676,"2016Jul1","JAMA pediatrics","Effect of Donor Milk on Severe Infections and Mortality in Very Low-Birth-Weight Infants: The Early Nutrition Study Randomized Clinical Trial.",NA
201676,"2016Jul1","JAMA pediatrics","Concussion Symptoms and Return to Play Time in Youth, High School, and College American Football Athletes.",NA
201654,"2016May1","JAMA pediatrics","Long-Acting Reversible Contraception for Adolescents.",NA
201654,"2016May1","JAMA pediatrics","A 5-Year-Old Boy With Refractory Hypocalcemia.",NA
201654,"2016May1","JAMA pediatrics","JAMA Pediatrics.",NA
201654,"2016May1","JAMA pediatrics","Highlights.",NA
201669,"2016Jun1","JAMA pediatrics","Error in Table Data.",NA
201669,"2016Jun1","JAMA pediatrics","Do It Yourself Newborn Screening.",NA
201669,"2016Jun1","JAMA pediatrics","Association of Rice and Rice-Product Consumption With Arsenic Exposure Early in Life.",NA
201669,"2016Jun1","JAMA pediatrics","Risk of Childhood Cancer by Maternal Birthplace: A Test of the Hispanic Paradox.",NA
201669,"2016Jun1","JAMA pediatrics","Does Metformin Really Increase Height, or Is There Some Problem With the Controls?-Reply.",NA
201669,"2016Jun1","JAMA pediatrics","Does Metformin Really Increase Height or Is There Some Problem With the Controls?",NA
201669,"2016Jun1","JAMA pediatrics","Error in Figure.",NA
201669,"2016Jun1","JAMA pediatrics","Preterm Birth as a Calendar Event or Immunologic Anomaly.",NA
201669,"2016Jun1","JAMA pediatrics","Association of Antenatal Corticosteroids With Mortality, Morbidity, and Neurodevelopmental Outcomes in Extremely Preterm Multiple Gestation Infants.",NA
